"No.","Time","Source","Destination","Protocol","Length","Info","Tcp Flags","Source MAC Address","Destination MAC","Source IP ARP","Destination IP ARP","Time to live","Flags","Delta time","Frame length"
"1","2025-04-18 19:45:30.052194","fe80::1","ff02::16","ICMPv6","170","Multicast Listener Report Message v2","","fc:57:03:cc:07:80","33:33:00:00:00:16","","","","","0.000000000","170"
"2","2025-04-18 19:45:30.069991","162.159.136.234","192.168.1.13","TLSv1.2","108","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.017797000","108"
"3","2025-04-18 19:45:30.115162","192.168.1.13","162.159.136.234","TCP","54","65451  >  443 [ACK] Seq=1 Ack=55 Win=509 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.045171000","54"
"4","2025-04-18 19:45:30.132032","162.159.136.234","192.168.1.13","TLSv1.2","102","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.016870000","102"
"5","2025-04-18 19:45:30.178903","192.168.1.13","162.159.136.234","TCP","54","65451  >  443 [ACK] Seq=1 Ack=103 Win=509 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.046871000","54"
"6","2025-04-18 19:45:30.253477","162.159.136.234","192.168.1.13","TLSv1.2","103","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.074574000","103"
"7","2025-04-18 19:45:30.301842","192.168.1.13","162.159.136.234","TCP","54","65451  >  443 [ACK] Seq=1 Ack=152 Win=509 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.048365000","54"
"8","2025-04-18 19:45:30.360465","fc:57:03:cc:07:80","Broadcast","ARP","60","Who has 192.168.1.10? Tell 192.168.1.1","","fc:57:03:cc:07:80","ff:ff:ff:ff:ff:ff","192.168.1.1","192.168.1.10","","","0.058623000","60"
"9","2025-04-18 19:45:30.461586","fc:57:03:cc:07:80","Broadcast","ARP","60","Who has 192.168.1.2? Tell 192.168.1.1","","fc:57:03:cc:07:80","ff:ff:ff:ff:ff:ff","192.168.1.1","192.168.1.2","","","0.101121000","60"
"10","2025-04-18 19:45:30.520559","162.159.136.234","192.168.1.13","TLSv1.2","288","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.058973000","288"
"11","2025-04-18 19:45:30.566374","192.168.1.13","162.159.136.234","TCP","54","65451  >  443 [ACK] Seq=1 Ack=386 Win=514 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.045815000","54"
"12","2025-04-18 19:45:30.592769","162.159.136.234","192.168.1.13","TLSv1.2","154","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.026395000","154"
"13","2025-04-18 19:45:30.642988","192.168.1.13","162.159.136.234","TCP","54","65451  >  443 [ACK] Seq=1 Ack=486 Win=513 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.050219000","54"
"14","2025-04-18 19:45:30.969129","162.159.136.234","192.168.1.13","TLSv1.2","139","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.326141000","139"
"15","2025-04-18 19:45:31.017731","192.168.1.13","162.159.136.234","TCP","54","65451  >  443 [ACK] Seq=1 Ack=571 Win=513 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.048602000","54"
"16","2025-04-18 19:45:31.249860","192.168.1.13","8.8.8.8","DNS","84","Standard query 0x0677 A apse1-red.pp.sgp.pvp.net","","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x0000","0.232129000","84"
"17","2025-04-18 19:45:31.274956","8.8.8.8","192.168.1.13","DNS","170","Standard query response 0x0677 A apse1-red.pp.sgp.pvp.net CNAME apse1-red.pp.sgp.pvp.net.cdn.cloudflare.net A 172.64.146.73 A 104.18.41.183","","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","57","0x0000","0.025096000","170"
"18","2025-04-18 19:45:31.275799","192.168.1.13","172.64.146.73","TCP","66","50495  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1","\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267S\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000843000","66"
"19","2025-04-18 19:45:31.298528","172.64.146.73","192.168.1.13","TCP","66","443  >  50495 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=8192","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267S\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.022729000","66"
"20","2025-04-18 19:45:31.298657","192.168.1.13","172.64.146.73","TCP","54","50495  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000129000","54"
"21","2025-04-18 19:45:31.304502","192.168.1.13","172.64.146.73","TLSv1.3","571","Client Hello","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.005845000","571"
"22","2025-04-18 19:45:31.328360","172.64.146.73","192.168.1.13","TCP","54","443  >  50495 [ACK] Seq=1 Ack=518 Win=73728 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.023858000","54"
"23","2025-04-18 19:45:31.331099","172.64.146.73","192.168.1.13","TLSv1.3","1494","Server Hello, Change Cipher Spec","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.002739000","1494"
"24","2025-04-18 19:45:31.331099","172.64.146.73","192.168.1.13","TLSv1.3","1461","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1461"
"25","2025-04-18 19:45:31.331192","192.168.1.13","172.64.146.73","TCP","54","50495  >  443 [ACK] Seq=518 Ack=2848 Win=131584 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000093000","54"
"26","2025-04-18 19:45:31.332776","192.168.1.13","172.64.146.73","TLSv1.3","134","Change Cipher Spec, Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.001584000","134"
"27","2025-04-18 19:45:31.333223","192.168.1.13","172.64.146.73","TCP","1454","50495  >  443 [ACK] Seq=598 Ack=2848 Win=131584 Len=1400 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000447000","1454"
"28","2025-04-18 19:45:31.333223","192.168.1.13","172.64.146.73","TLSv1.3","1203","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000000000","1203"
"29","2025-04-18 19:45:31.356008","172.64.146.73","192.168.1.13","TCP","54","443  >  50495 [ACK] Seq=2848 Ack=1998 Win=73728 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.022785000","54"
"30","2025-04-18 19:45:31.396020","172.64.146.73","192.168.1.13","TCP","54","443  >  50495 [ACK] Seq=2848 Ack=3147 Win=73728 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.040012000","54"
"31","2025-04-18 19:45:31.418401","172.64.146.73","192.168.1.13","TLSv1.3","1494","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.022381000","1494"
"32","2025-04-18 19:45:31.418401","172.64.146.73","192.168.1.13","TLSv1.3","487","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","487"
"33","2025-04-18 19:45:31.418401","172.64.146.73","192.168.1.13","TLSv1.3","706","Application Data, Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","706"
"34","2025-04-18 19:45:31.418482","192.168.1.13","172.64.146.73","TCP","54","50495  >  443 [ACK] Seq=3147 Ack=5373 Win=131584 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000081000","54"
"35","2025-04-18 19:45:31.418827","192.168.1.13","104.17.166.5","TLSv1.2","78","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000345000","78"
"36","2025-04-18 19:45:31.419033","192.168.1.13","104.17.166.5","TCP","54","50448  >  443 [FIN, ACK] Seq=25 Ack=1 Win=509 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267F","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000206000","54"
"37","2025-04-18 19:45:31.441176","104.17.166.5","192.168.1.13","TCP","54","443  >  50448 [ACK] Seq=1 Ack=25 Win=11 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.022143000","54"
"38","2025-04-18 19:45:31.442187","104.17.166.5","192.168.1.13","TCP","54","443  >  50448 [FIN, ACK] Seq=1 Ack=26 Win=11 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267F","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.001011000","54"
"39","2025-04-18 19:45:31.442269","192.168.1.13","104.17.166.5","TCP","54","50448  >  443 [ACK] Seq=26 Ack=2 Win=509 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000082000","54"
"40","2025-04-18 19:45:31.718368","162.159.136.234","192.168.1.13","TLSv1.2","198","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.276099000","198"
"41","2025-04-18 19:45:31.773533","192.168.1.13","162.159.136.234","TCP","54","65451  >  443 [ACK] Seq=1 Ack=715 Win=512 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.055165000","54"
"42","2025-04-18 19:45:31.790645","162.159.136.234","192.168.1.13","TLSv1.2","133","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.017112000","133"
"43","2025-04-18 19:45:31.835268","192.168.1.13","162.159.136.234","TCP","54","65451  >  443 [ACK] Seq=1 Ack=794 Win=512 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.044623000","54"
"44","2025-04-18 19:45:31.895276","fe80::1","ff02::16","ICMPv6","170","Multicast Listener Report Message v2","","fc:57:03:cc:07:80","33:33:00:00:00:16","","","","","0.060008000","170"
"45","2025-04-18 19:45:31.913487","192.168.1.13","172.64.146.73","TCP","55","50424  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.018211000","55"
"46","2025-04-18 19:45:31.939633","172.64.146.73","192.168.1.13","TCP","66","443  >  50424 [ACK] Seq=1 Ack=2 Win=9 Len=0 SLE=1 SRE=2","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.026146000","66"
"47","2025-04-18 19:45:31.983825","192.168.1.13","23.219.172.225","TCP","1438","50482  >  443 [ACK] Seq=1 Ack=1 Win=1021 Len=1384 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.044192000","1438"
"48","2025-04-18 19:45:31.983825","192.168.1.13","23.219.172.225","TCP","1438","50482  >  443 [ACK] Seq=1385 Ack=1 Win=1021 Len=1384 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000000000","1438"
"49","2025-04-18 19:45:31.983825","192.168.1.13","23.219.172.225","TLSv1.2","173","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000000000","173"
"50","2025-04-18 19:45:31.983983","192.168.1.13","23.219.172.225","TCP","1438","50482  >  443 [ACK] Seq=2888 Ack=1 Win=1021 Len=1384 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000158000","1438"
"51","2025-04-18 19:45:31.983983","192.168.1.13","23.219.172.225","TCP","1438","50482  >  443 [ACK] Seq=4272 Ack=1 Win=1021 Len=1384 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000000000","1438"
"52","2025-04-18 19:45:31.983983","192.168.1.13","23.219.172.225","TCP","1438","50482  >  443 [ACK] Seq=5656 Ack=1 Win=1021 Len=1384 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000000000","1438"
"53","2025-04-18 19:45:31.983983","192.168.1.13","23.219.172.225","TCP","1438","50482  >  443 [ACK] Seq=7040 Ack=1 Win=1021 Len=1384 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000000000","1438"
"54","2025-04-18 19:45:31.983983","192.168.1.13","23.219.172.225","TCP","1438","50482  >  443 [ACK] Seq=8424 Ack=1 Win=1021 Len=1384 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000000000","1438"
"55","2025-04-18 19:45:31.983983","192.168.1.13","23.219.172.225","TCP","1438","50482  >  443 [ACK] Seq=9808 Ack=1 Win=1021 Len=1384 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000000000","1438"
"56","2025-04-18 19:45:31.983983","192.168.1.13","23.219.172.225","TCP","1438","50482  >  443 [ACK] Seq=11192 Ack=1 Win=1021 Len=1384 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000000000","1438"
"57","2025-04-18 19:45:31.983983","192.168.1.13","23.219.172.225","TCP","1438","50482  >  443 [ACK] Seq=12576 Ack=1 Win=1021 Len=1384 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000000000","1438"
"58","2025-04-18 19:45:31.983983","192.168.1.13","23.219.172.225","TLSv1.2","1277","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000000000","1277"
"59","2025-04-18 19:45:31.984077","192.168.1.13","23.219.172.225","TLSv1.2","85","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000094000","85"
"60","2025-04-18 19:45:32.007629","23.219.172.225","192.168.1.13","TCP","54","443  >  50482 [ACK] Seq=1 Ack=1385 Win=501 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.023552000","54"
"61","2025-04-18 19:45:32.007629","23.219.172.225","192.168.1.13","TCP","54","443  >  50482 [ACK] Seq=1 Ack=2888 Win=495 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","54"
"62","2025-04-18 19:45:32.007629","23.219.172.225","192.168.1.13","TCP","54","443  >  50482 [ACK] Seq=1 Ack=4272 Win=487 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","54"
"63","2025-04-18 19:45:32.007629","23.219.172.225","192.168.1.13","TCP","54","443  >  50482 [ACK] Seq=1 Ack=5656 Win=479 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","54"
"64","2025-04-18 19:45:32.007629","23.219.172.225","192.168.1.13","TCP","54","443  >  50482 [ACK] Seq=1 Ack=7040 Win=471 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","54"
"65","2025-04-18 19:45:32.007629","23.219.172.225","192.168.1.13","TCP","54","443  >  50482 [ACK] Seq=1 Ack=8424 Win=463 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","54"
"66","2025-04-18 19:45:32.007629","23.219.172.225","192.168.1.13","TCP","54","443  >  50482 [ACK] Seq=1 Ack=15183 Win=423 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","54"
"67","2025-04-18 19:45:32.007629","23.219.172.225","192.168.1.13","TCP","54","443  >  50482 [ACK] Seq=1 Ack=15214 Win=423 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","54"
"68","2025-04-18 19:45:32.062345","23.219.172.225","192.168.1.13","TLSv1.2","470","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.054716000","470"
"69","2025-04-18 19:45:32.062345","23.219.172.225","192.168.1.13","TLSv1.2","85","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","85"
"70","2025-04-18 19:45:32.062462","192.168.1.13","23.219.172.225","TCP","54","50482  >  443 [ACK] Seq=15214 Ack=448 Win=1019 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000117000","54"
"71","2025-04-18 19:45:32.102095","fe80::1","ff02::16","ICMPv6","170","Multicast Listener Report Message v2","","fc:57:03:cc:07:80","33:33:00:00:00:16","","","","","0.039633000","170"
"72","2025-04-18 19:45:32.119862","162.159.136.234","192.168.1.13","TLSv1.2","390","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.017767000","390"
"73","2025-04-18 19:45:32.163102","192.168.1.13","162.159.136.234","TCP","54","65451  >  443 [ACK] Seq=1 Ack=1130 Win=511 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.043240000","54"
"74","2025-04-18 19:45:32.318371","162.159.136.234","192.168.1.13","TLSv1.2","103","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.155269000","103"
"75","2025-04-18 19:45:32.363574","192.168.1.13","162.159.136.234","TCP","54","65451  >  443 [ACK] Seq=1 Ack=1179 Win=510 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.045203000","54"
"76","2025-04-18 19:45:32.509418","0.0.0.0","224.0.0.1","IGMPv3","50","Membership Query, general","","fc:57:03:cc:07:85","01:00:5e:00:00:01","","","1","0x0000","0.145844000","50"
"77","2025-04-18 19:45:32.509971","fe80::fe57:3ff:fecc:785","ff02::1","ICMPv6","90","Multicast Listener Query","","fc:57:03:cc:07:85","33:33:00:00:00:01","","","","","0.000553000","90"
"78","2025-04-18 19:45:32.509971","fe80::1","ff02::16","ICMPv6","170","Multicast Listener Report Message v2","","fc:57:03:cc:07:80","33:33:00:00:00:16","","","","","0.000000000","170"
"79","2025-04-18 19:45:32.565668","192.168.1.13","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252","","90:0f:0c:31:14:3b","01:00:5e:00:00:fc","","","1","0x0000","0.055697000","46"
"80","2025-04-18 19:45:32.565745","192.168.1.13","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251","","90:0f:0c:31:14:3b","01:00:5e:00:00:fb","","","1","0x0000","0.000077000","46"
"81","2025-04-18 19:45:32.565770","192.168.1.13","239.255.255.250","IGMPv2","46","Membership Report group 239.255.255.250","","90:0f:0c:31:14:3b","01:00:5e:7f:ff:fa","","","1","0x0000","0.000025000","46"
"82","2025-04-18 19:45:32.565795","192.168.1.13","224.0.0.253","IGMPv2","46","Membership Report group 224.0.0.253","","90:0f:0c:31:14:3b","01:00:5e:00:00:fd","","","1","0x0000","0.000025000","46"
"83","2025-04-18 19:45:32.613142","fe80::3882:22ff:fee0:2312","ff02::16","ICMPv6","170","Multicast Listener Report Message v2","","3a:82:22:e0:23:12","33:33:00:00:00:16","","","","","0.047347000","170"
"84","2025-04-18 19:45:32.714517","fe80::276c:bb43:f082:229a","ff02::c","ICMPv6","86","Multicast Listener Report","","0c:9a:3c:57:a0:53","33:33:00:00:00:0c","","","","","0.101375000","86"
"85","2025-04-18 19:45:32.714517","fe80::276c:bb43:f082:229a","ff02::fb","ICMPv6","86","Multicast Listener Report","","0c:9a:3c:57:a0:53","33:33:00:00:00:fb","","","","","0.000000000","86"
"86","2025-04-18 19:45:32.714517","fe80::276c:bb43:f082:229a","ff02::1:3","ICMPv6","86","Multicast Listener Report","","0c:9a:3c:57:a0:53","33:33:00:01:00:03","","","","","0.000000000","86"
"87","2025-04-18 19:45:32.715338","fe80::276c:bb43:f082:229a","ff02::1:ff82:229a","ICMPv6","86","Multicast Listener Report","","0c:9a:3c:57:a0:53","33:33:ff:82:22:9a","","","","","0.000821000","86"
"88","2025-04-18 19:45:32.715338","fe80::276c:bb43:f082:229a","ff02::1:ffb9:45a2","ICMPv6","86","Multicast Listener Report","","0c:9a:3c:57:a0:53","33:33:ff:b9:45:a2","","","","","0.000000000","86"
"89","2025-04-18 19:45:32.715338","fe80::276c:bb43:f082:229a","ff02::1:ffcf:fba2","ICMPv6","86","Multicast Listener Report","","0c:9a:3c:57:a0:53","33:33:ff:cf:fb:a2","","","","","0.000000000","86"
"90","2025-04-18 19:45:32.715875","fe80::3882:22ff:fee0:2312","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","","3a:82:22:e0:23:12","33:33:00:00:00:16","","","","","0.000537000","90"
"91","2025-04-18 19:45:32.816910","fe80::3882:22ff:fee0:2312","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","","3a:82:22:e0:23:12","33:33:00:00:00:16","","","","","0.101035000","90"
"92","2025-04-18 19:45:32.886561","192.168.1.13","23.219.172.225","TCP","1438","50482  >  443 [ACK] Seq=15214 Ack=448 Win=1019 Len=1384 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.069651000","1438"
