"No.","Time","Source","Destination","Protocol","Length","Info","Tcp Flags","Source MAC Address","Destination MAC","Source IP ARP","Destination IP ARP","Time to live","Flags","Delta time","Frame length"
"501","2025-04-18 19:45:45.226849","104.18.41.183","192.168.1.13","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"502","2025-04-18 19:45:45.227179","192.168.1.13","104.18.41.183","TCP","54","50502  >  443 [ACK] Seq=3590 Ack=141725 Win=263168 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000330000","54"
"503","2025-04-18 19:45:45.236892","104.18.41.183","192.168.1.13","TCP","1494","443  >  50502 [PSH, ACK] Seq=141725 Ack=3590 Win=81920 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.009713000","1494"
"504","2025-04-18 19:45:45.236892","104.18.41.183","192.168.1.13","TCP","1494","443  >  50502 [ACK] Seq=143165 Ack=3590 Win=81920 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"505","2025-04-18 19:45:45.236892","104.18.41.183","192.168.1.13","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"506","2025-04-18 19:45:45.236892","104.18.41.183","192.168.1.13","TCP","1494","443  >  50502 [PSH, ACK] Seq=146045 Ack=3590 Win=81920 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"507","2025-04-18 19:45:45.236892","104.18.41.183","192.168.1.13","TCP","1494","443  >  50502 [ACK] Seq=147485 Ack=3590 Win=81920 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"508","2025-04-18 19:45:45.236892","104.18.41.183","192.168.1.13","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"509","2025-04-18 19:45:45.236892","104.18.41.183","192.168.1.13","TLSv1.3","1173","Application Data, Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1173"
"510","2025-04-18 19:45:45.237034","192.168.1.13","104.18.41.183","TCP","54","50502  >  443 [ACK] Seq=3590 Ack=151484 Win=263168 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000142000","54"
"511","2025-04-18 19:45:45.237703","192.168.1.13","104.18.41.183","TCP","1454","50502  >  443 [ACK] Seq=3590 Ack=151484 Win=263168 Len=1400 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000669000","1454"
"512","2025-04-18 19:45:45.237703","192.168.1.13","104.18.41.183","TLSv1.3","205","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000000000","205"
"513","2025-04-18 19:45:45.237801","162.159.136.234","192.168.1.13","TLSv1.2","109","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000098000","109"
"514","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=8971 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.021006000","1494"
"515","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=10411 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"516","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TLSv1.2","1425","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1425"
"517","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=13222 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"518","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=14662 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"519","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"520","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=17542 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"521","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=18982 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"522","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TLSv1.2","1356","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1356"
"523","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=21724 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"524","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=23164 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"525","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"526","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=26044 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"527","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=27484 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"528","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"529","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=30364 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"530","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=31804 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"531","2025-04-18 19:45:45.258807","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"532","2025-04-18 19:45:45.259018","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=34684 Win=514 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000211000","54"
"533","2025-04-18 19:45:45.273212","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=34684 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.014194000","1494"
"534","2025-04-18 19:45:45.273212","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=36124 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"535","2025-04-18 19:45:45.273212","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"536","2025-04-18 19:45:45.273212","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=39004 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"537","2025-04-18 19:45:45.273212","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"538","2025-04-18 19:45:45.273212","104.18.41.183","192.168.1.13","TLSv1.2","493","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","493"
"539","2025-04-18 19:45:45.273212","104.18.41.183","192.168.1.13","TCP","54","443  >  50502 [ACK] Seq=151484 Ack=4990 Win=81920 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","54"
"540","2025-04-18 19:45:45.273212","104.18.41.183","192.168.1.13","TCP","54","443  >  50502 [ACK] Seq=151484 Ack=5141 Win=81920 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","54"
"541","2025-04-18 19:45:45.273357","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=42323 Win=514 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000145000","54"
"542","2025-04-18 19:45:45.288270","192.168.1.13","162.159.136.234","TCP","54","65451  >  443 [ACK] Seq=55 Ack=4676 Win=509 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.014913000","54"
"543","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=42323 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000443000","1494"
"544","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=43763 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"545","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TLSv1.2","1425","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1425"
"546","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=46574 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"547","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=48014 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"548","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TLSv1.2","1425","Application Data","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1425"
"549","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=50825 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"550","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=52265 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"551","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"552","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=55145 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"553","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=56585 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"554","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"555","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=59465 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"556","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=60905 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"557","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"558","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=63785 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"559","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=65225 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"560","2025-04-18 19:45:45.288713","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"561","2025-04-18 19:45:45.288995","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=68105 Win=514 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000282000","54"
"562","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=68105 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.004436000","1494"
"563","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=69545 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"564","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"565","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=72425 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"566","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"567","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=75305 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"568","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=76745 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"569","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"570","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=79625 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"571","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=81065 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"572","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"573","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=83945 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"574","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=85385 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"575","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"576","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=88265 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"577","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=89705 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"578","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"579","2025-04-18 19:45:45.293431","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=92585 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
